"Dealer Name","Address","City","State","Contact","Email"
"Platinum Moto corp","Savoy Suites, Special GF-1, Plot No. R-75, Sector-1,IMT, Manesar, Gurgaon (Haryana) - 122050","MANESAR","HARYANA","9953345344","gm.manesar@nexaplatinummotocorp.com"
"Jagmohan","NEAR RONAK GARDEN, BAHALGARH ROAD, SONEPAT","SONEPAT","HARYANA","8685005668","Nexa.sonipat@mohanindia.co.in"
"TR Sawhney Automobiles Pvt Ltd","Mohkanpur, Opp Venus Garden, Delhi Road, Meerut","MEERUT","UTTAR PRADESH","9999178086","tdm@trsawhneyautomobiles.com"
"Raj Sneh","Mokampur, Opp Venus Garden, Near Shoprix Mall, Delhi Road, Meerut","MEERUT","UTTAR PRADESH","8191097602","rajsnehnexa@gmail.com"
"Fortune cars","Plot No1, Augustin Colony, Modern Public School, Alwar Byepass, 301019","Bhiwadi","RAJASTHAN","9214794313","nexabhiwadi@gmail.com"
"Radha Govind Wheels India Pvt Ltd","Hall Ground Floor, Plot No. CP-5/67, Jagriti Vihar, Main Garh road, Meerut, Uttar Pradesh – 250001","MEERUT","UTTAR PRADESH","9760092000","sgoelmzn@gmail.com"
"Jagmohan Motors","DELHI BYE PASS, OPPOSITE SECTOR -1, ROHTAK","ROHTAK","HARYANA","9812000362/8685005805","smnexarohtak@gmail.com"
"Delhi Road","OPP-Rao Tula ram stadium,Delhi Road Rewari","REWARI","HARYANA","7082100321","sales.nexa@dinco4wheels.com"
"Harisons","Harisons Automobiles, Near BBMB, G.T.Road, Panipat-132103","PANIPAT","HARYANA","8930300701","mail@nexapanipat.com"
"CLML Vehicles Private Limited","NEAR RTO OFFICE, GT ROAD, ALIGARH","ALIGARH","UTTAR PRADESH","+91-9105010111",""
"DD Motors (A Div. of DD Industries Ltd)","1370, Sham Colony, Old GT Road, Between Meera Ghati & Namaste Chowk, Karnal 132001, Haryana","KARNAL","HARYANA","8448198505",""
"Karnal Motors","118-119 KM, NH 1, GT Road, Karnal 132001","KARNAL","HARYANA","9996000555/ 0184-2000600","nexa.kmpl@gmail.com"
"Fortune","Manhar villa, opposite Cross point mall, Jail circle Alwar","ALWAR","RAJASTHAN","301001-7230029444","nexalwar@gmail.com"
"Uma Motors Private Limited","246 & 247, Maholi, K.M. Stone . 146.2, NH-2, Mathura- 281004","MATHURA","UTTAR PRADESH","7248020111","sales@nexaumamotors.com"
"SHAKUMBARI AUTOWHEELS PVT. LTD","5 KM. MILESTONE NH-58,ROORKEE- DELHIROAD,NEAR GODAWARI HOTEL, ROORKEE-247667","ROORKEE","UTTARAKHAND","Â 9837088629","Â Sanjeev.saxena77@gmail.com"
"Akanksha Automobiles Pvt. Ltd.","5th Km, Delhi Road, Gaagan Square, Moradabad (U.P.) 244001","MORADABAD","UTTAR PRADESH","7900600001","nexa@akanksha.co.in"
"Modern Automobiles","Metropolis Mall, Opposite Vidyut Nagar, Delhi Road, Hissar","HISAR","HARYANA","9355476000","Modern.hsr.sal1@marutidealers.com"
"Eakansh","EAKANSH MOTOR PVT LTD, NH65, AMBALA ROAD - KAITHAL - 136027","KAITHAL","HARYANA","8930012345","Nexa.kaithal@gmail.com"
"Pandit","NEXA Jagadari Road,Pandit,Jagadari Road, Opposite Rampura, Kamla Nagar,Yamunanagar- 135001 Pincode-135001","YAMUNANAGAR","HARYANA","0173 2225517","nexayamunanagar@gmail.com"
"Prem Motors Private Limited","Plot No. 143(P), 144(P), 163(P), 164(P),Nagar Nigam No. 36/403,New Agra, Agra","AGRA","UTTAR PRADESH","7055679000","nexa.agra@premmotors.com"
"Madhusudan Motors","6/3, Galibpura, Subhash Park, M. G. Road, Agra (UP) 282002","AGRA","UTTAR PRADESH","+91-7060310801","nexa@marutiagra.com"
"Auric Motors","WARD NO. 23, ROAD NO. 3, MOHALLA NAGARPURA, JHUNJHUNU - 333001","JHUNJHUNUN","RAJASTHAN","9356501550","audi.jjn.sm@nexadealer.com"
"Eakansh Wheels","Baldev Nagar, Chandigarh DelhiÂ Highway, Ambala 134003","AMBALA","HARYANA","8395908400Â ","eakansh.nexa@gmail.com"
"DD Motors ","Â DD NEXA, Ajabpur khurd, Haridwar bypass road , Dehradun, 248121","DEHRADUN","UTTARAKHAND","8126777555Â ","dd.deh@ddnexa.comÂ "
"Rohan Dehradun ","257/2 GMS Road, Opp MDDA Colony, Nearby Kamla Palace Hotel, Dehradun","DEHRADUN","UTTARAKHAND","7300918081","nexa_sales.ddn@rohanmotors.co.in"
"FUTURE NEXA CARS PRIVATE LIMITED","Ashirwad tower, Chakrata road, Near Ballupur chowk, Dehradun, 248001","DEHRADUN","UTTARAKHAND","7251888019","future.nexa@futureauto.in"
"Atelier","NEXA Lower Mall, Patiala","PATIALA","PUNJAB","7527000133","sm@nexaptl.atelier-corp.com"
"Coral Motors Private Limited","Rampur Road, Opposite Mini Bypass Road, 243502","BAREILLY","UTTAR PRADESH","+91-7251963585","sm@nexacoralmotors.in"
"Akanksha Automobiles Pvt Ltd","Akanksha Automobiles Rudrapur Pvt Ltd, Industrial Area, Kiccha Bypass road, Rudrapur - 263153","RUDRAPUR","UTTARAKHAND","+91-7055512345","Sm.nexa@aarpl.in"
"Max Autos","Dhuri Byepass Road, Near Max Autos, Sangrur","SANGRUR","PUNJAB","1672-9056103131","nexa@maxautos.in"
"Tricity Autos","Chandigarh Ambala Highway, Adjoining Golden Square, Zirakpur-140603","ZIRAKPUR","PUNJAB","1762-8264000111/8264000222","tricitynexa.sqr.sal1@marutidealers.com"
"Nainital Motors","Ranpur Road Haldwani","HALDWANI","UTTARAKHAND","7310988801","sm.nexa@nainitalmotors.com"
"Modern Automobiles, Panchkula","Plot No 366, Industrial Area Phase 2, Panchkula","PANCHKULA","HARYANA","01725011111/9115791157","modernnexa.phk.hrm@marutidealers.com"
"Jamu Automobiles Pvt. Ltd.","Plot no. 01, Jaipur Road, Sikar","SIKAR","RAJASTHAN","1572-0246666/246665","jnnexa@gmail.com"
"SATNAM MOTOCORP PVT. LTD.","D-27 K/L/M , ROAD NO.3 MAIN SIKAR ROAD, VKIA JAIPUR","JAIPUR","RAJASTHAN","141-2332800","sales.nexa@satnammotocorp.com"
"AUTOVOGUE PVT. LTD","PLOT NO. 191, Near Orbit Hotel, INDUSTRIAL AREA PHASE 2, CHANDIGARH - 160002","CHANDIGARH","CHANDIGARH","7527016667","nexachd@aotovogue.in"
"Autopace Network","ELANTE MALL, GROUND FLOOR (OFFICE BLOCK) PLOT NO 178/178A, INDUSTRIAL, PHASE-1, Chandigarh","CHANDIGARH","CHANDIGARH","9646996469","nexa_sales1@autopace.co.in"
"Navdesh Autos LLP","Plot No 9, Industrial Area Phase-1, Chandigarh - 160002","Chandigarh","Chandigarh","8195055555","gmnavdesh @gmail.com"
"Shakti ","Dabwali road, near air force station, sirsa","SIRSA","HARYANA","8572801048","sm.shaktinexa@gmail.com"
"Vipul Motors","G-BUSINESS PARK (GROUND FLOOR) D-34, SUBHASH MARG C-SCHEME,","JAIPUR","RAJASTHAN","9116032607","scross.jpr@vipulmotors.com"
"CM Auto Sales","PLOT NO. B-64, INDUSTRIAL AREA, PHASE VI,","MOHALI","PUNJAB","9592266666","sales.nexa@cmautosales.net"
"KP Automotives","SHOWROOM NO. 2 GROUND FLOOR, "PARK WEST", PLOT NO. 5-10, VIHAR, QUEEN ROAD,","JAIPUR","RAJASTHAN","7230030500","nexa@kpa.co.in"
"Prem Motors","PLOT NO. 1-6, 18, 19, KALYAN COLONY, MALVIYA NAGAR 9dBLOCK)","JAIPUR","RAJASTHAN","8058499999","Nexa.jaipur@premmotors.com"
"Goyal Motors Pvt. Ltd","Deonghat, Solan (HP)-173211","SOLAN","HIMACHAL PRADESH","+91-9305200006","nexasolan@goyalmotor.com"
"CM Auto Sales","Opposite solakhiyan Gurudwara,Near toll plaza, Ropar","ROOPNAGAR","PUNJAB","+91-9592266666","sales.rpr@cmnexa.in"
"Modern Automobiles","Kachi Ghatti, Taradevi, Shimla-171010","SHIMLA","HIMACHAL PRADESH","0177-2830230/7807777331","nexashimla@modernauto.co.in"
"Kuldeep Motors Private Limited","Pilkhar, Kanpur Road Etawah, UP 206001","ETAWAH","UTTAR PRADESH","+91-9899545541","showroommanager@kuldeepmotors.com"
"Tara Automobiles, Bathinda","Khasra No 3534, Mansa Road, Bathinda – 151001, Punjab","BHATINDA","PUNJAB","0164-2220326","nexabti@gmail.com"
"Sumitra DS Motors Pvt Ltd","Commercial Plot Rasoolpur, Khasra No. 360-362, Jahaganj Tehsil Sadar, State Highway 25, Shahjahanpur - 242001","Shahjahanpur","UTTAR PRADESH","8528231120","nexa@sumitradsmotors.com"
"Sumitra DS Motors Pvt Ltd","Commercial Plot Rasoolpur, Khasra No. 360-362, Jahaganj Tehsil Sadar, State Highway 25, Shahjahanpur - 242001","Shahjahanpur","UTTAR PRADESH","8528231120","nexa@sumitradsmotors.com"
"Sandhu Automobiles","HOTEL CHEVRON KLASSIK, G.T. ROAD, GIASPURA RAILWAY CROSSING","LUDHIANA","PUNJAB","9814098040","Scross.sandhuautos@gmail.com"
"SWANI MOTORS  SERVICES (P) LTD.","576,MODEL TOWN, LINK ROAD,LUDHIANA-141002","LUDHIANA","PUNJAB","9815799774","swaninexamodeltown@gmail.com"
"Lovely Autos","576, Model Town, Link Road, Ludhiana","Ludhiana","Punjab","9875915444","lovelynexaldh@gmail.com "
"Prem Motors Pvt. Ltd.","Near Phoolbag Crossing,MLB Road,Gwalior - 474002 (MP)

","GWALIOR","MADHYA PRADESH","7049727000","nexa.gwalior@premmotors.com"
"STAN CARS PVT. LTD","PLOT NO 1 SHAMSHER AVENUE OPP RAJ GURU NAGAR FEROZEPUR,","LUDHIANA","PUNJAB","8872033333","stannexa@gmail.com"
"Remira Motors","Brar Complex GT Road, Moga","MOGA","PUNJAB","7087025049","remiranexa@gmail.com"
"Concept","Lucknow Chungi, Opposite CSN Degree College, Lucknow Road, Hardoi, 241001","HARDOI","UTTAR PRADESH","Â 8127280000","Â gm.nexa@conceptcarspvtltd.com"
"STAN CARS PVT. LTD.","Pragpur, Opposite Viva college, Jalandhar","JALLANDHAR","PUNJAB","8198022222","stannexajal@gmail.com"
"Competent Automobile Ltd","VPO. GUTKAR, TEHSIL SADAR DISTT. MANDI","MANDI","HIMACHAL PRADESH","9805510269/ 01905-246444","nexamandi@competent-maruti.com"
"Lovely Auto","Dr. B.R,AMBEDKAR CHOWK, OPPOSITE PASSPORT OFFICE","JALLANDHAR","PUNJAB","7087010108","lovely.nexa@gmail.com"
"Hoshiarpur Automobiles","Piplanwala , Jalandhar Byepass Chowk , Hoshiarpur","HOSHIARPUR","PUNJAB","8195900054","hoshiarp.hsp.nexasm@marutidealers.com"
"Competent Automobiles Co. Ltd.","Kh no. 493 & 494, NH 88, District Hamirpur, Himachal Pradesh – 177001","HAMIRPUR","Himachal Pradesh","9805510033","nexahamirpur@competent-maruti.com"
"Navneet Motors","PLOT NO. 7 & 8, RIICO INDUSTRIAL ESTATE NASIRABAD ROAD, MAKHUPURA, AJMER-305002","AJMER","RAJASTHAN","Â 9116116501","Â ajmernexa@navneetmotors.in"
"Auric Motors","Plot 48-49, Suratgarh Road, Sri Ganganagar 335001","SRI GANGANAGAR","RAJASTHAN","7412092301","nexa.sgnr.sm@nexadealer.com"
"Suri Automobiles","Beside Plot no-895, opposite Hansraj Modern School, Shivpuri Road ,Jhansi, UP","JHANSI","UTTAR PRADESH","8887531199"," surinexa@gmail.com"
"Shri Mangalam Auto Private Limited","Khasra No 83/985, Bikaner Road, Nagaur, Rajasthan- 341001","NAGAUR","RAJASTHAN","+91-6399292929","mangalamnexa@gmail.com"
"Auric Motors","Before Subash Petrol Pump, Tilak Nagar,Jaipur Road, Bikaner","BIKANER","RAJASTHAN","9529444468","nexa.bikaner@Gmail.com"
"KTL","KTL Pvt Ltd, 112/368 Swaroop Nagar, Kanpur, 208002","KANPUR","UTTAR PRADESH","7317001092","smnexa@knp.ktlgroup.co.in"
"My car","My Nexa Pvt Ltd., 86/275 Afeem Kothi, GT Road Kanpur - 208002","KANPUR","UTTAR PRADESH","+91-7081000404","Â srm.manager@nexamycar.com"
"Kangra Vehicleades (A unit of Pathankot Vehicleades Pvt. Ltd)","Khata No. 81, Mohal Upperli Ambari, Mouza Ambari, Nagrota Bagwan, District Kangra, HP - 176047","NAGROTA","Himachal Pradesh","9418350521","Nexakangra@gmail.com"
"Jaycee Motors","Amritsar Gateway, G T Road, Amritsar","AMRITSAR","PUNJAB","9888034555","nexa.gateway@gmail.com/sm.nexagateway@gmail.com"
"Swani Motors Pvt Ltd","1397/74, Circular Road, Opp Trillium Mall, Amritsar-143001","AMRITSAR","PUNJAB","5100180, 7527007708","nexacircularroad.swani@gmail.com"
"Bhatia & Company","Plot no. 8, Motor Market Scheme, Aerodrome Circle, Kota","KOTA","RAJASTHAN","+91-7231899999","sales.nexa@bhatiaandcompany.co.in "
"Bright 4 Wheels","CP-8, Cinders Dump Yojna, Adjacent to Alambagh Bus Stand, Kanpur Road Lucknow 226005","LUCKNOW","UTTAR PRADESH","9628370648","salesnexa@b4w.co.in"
"Kuldeep Motors Lucknow Pvt Ltd","Plot No 62B & 63, Kalyanpur, Ring Road, Lucknow, Uttar Pradesh - 226022","LUCKNOW","UTTAR PRADESH","9536022222","sm.nexa@kuldeepmotorslucknow.com"
"Anand Motors","12 Rani Lakshmi Bai Marg,Hazratganj Lucknow 226001","LUCKNOW","UTTAR PRADESH","7080000470","gmsalesnexa@anandmotor.com"
"KTL Automobile Pvt. Ltd.","CYBER HEIGHTS, VIBHUTI KHAND, GOMTI NAGAR,","LUCKNOW","UTTAR PRADESH","8303585858","ktlnexa@ktlautomobile.in"
"Pathankot Vehicleades","Simbal Chowk, Dalhousie Road, Pathankot - 145001","PATHANKOT","PUNJAB","2349274 , 2347275 / 9517700818","vehicleades.pathankot@gmail.com"
"CHAMPION CARS","NEXA SUKHADIA CIRCLE, CHAMPION CARS, AJMER ROAD, BHILWARA - 311001","BHILWARA","RAJASTHAN","8081133333","sales.nexabhilwara@gmail.com"
"Auric Motors","14 A, Heavy Industries Area (Near ITI) Jodhpur","JODHPUR","RAJASTHAN","8875012697","nexajodhpur@gmail.com"
"LMJ SERVICES LTD.","Plot No. 114, Opp- Juna Keda Pati Mandir, Chopasni Road , Jodhpur","JODHPUR","RAJASTHAN","7230013811","nexachopasni@gmail.com"
"Jamkash Vehicleades","NATIONAL HIGHWAY-1A BYEPASS, OPPOSITE CHANNI HIMMAT","JAMMU","JAMMU AND KASHMIR","7051261302","marutinexa111@gmail.com"
"Peaks Auto","4-AC, Green Belt Part, Gandhinagar, Jammu","JAMMU","JAMMU AND KASHMIR","8899007260",""
"Jammu Motors Pvt. Ltd.","Khasra No. 421, Opposite Best Price, Akhnoor Road, Jammu- 181121","JAMMU","JAMMU AND KASHMIR","9906038888","sm.nexa@jammumotors.com"
"Adinath Cars Pvt. Ltd.","Adinath Cars Private Limited Khasra No 155, P H No. -77, Baheria Gadgad, Sagar Jabalpur Road, Sagar - 470004, Madhya Pradesh, India","SAGAR","MADHYA PRADESH","7582-6262600201","adinathnexa18@gmail.com"
"Navneet Motors","Plot No. 2-3, Patho Ki Magri, Opp. B. N. College, Airport Road, Udaipur 313001","UDAIPUR","RAJASTHAN","7665889555","nexa@navneetmotors.in"
"City Cars","Amoudha, Panna Road, Satna, MP","SATNA","MADHYA PRADESH","7970006400","nitin7@gmail.com"
"Technoy Motors","Opp Nand Bhawan, Goverdhan Vilas, Udaipur","UDAIPUR","RAJASTHAN","9116007239","nexaudaipur@gmail.com"
"Amitdeep Motors","25, Stretchy Road, Civil Lines, Allahabad (UP) 211001","ALLAHABAD","UTTAR PRADESH","9621381389","sm.nexaallahabad@gmail.com"
"Greenland Motors ","4-A, Madan Mohan Malviya Marg, George Town, Allahabad, Uttar Pradesh - 211002","ALLAHABAD ","UTTAR PRADESH","7311148048","sm.greenlandnexa@gmail.com"
"My Wheels Pvt Ltd","50, Nishat Colony, Link Road 1, Bhopal, MP 462003","BHOPAL","MADHYA PRADESH","07222999888, 7222999666","relations.nexa@mywheelsbhopal.com"
"Rajrup Motor Junction","Plot No.3,ISBT, Hoshangabad Road   Bhopal 462023","BHOPAL","MADHYA PRADESH","9111501501/ 0755-2780501","nexa@rmjmotors.com"
"Jeewan Motors Pvt Ltd","MAPLE STREET MALL, OPP AASHIMA MALL, HOSHANGABAD RD, BHOPAL.","BHOPAL","MADHYA PRADESH","4925127/9826398702","nexajeewan@gmail.com"
"Druk Auto Zone Pvt Ltd","Druk Auto Zone, Airport Road, Leh- Ladakh","LEH","JAMMU And KASHMIR","6005240956","nexaleh123@gmail.com"
"Yug Cars(A unit if Rukmarani Cars Indore Pvt. Ltd.","59/1 , Nagjiri , Devas road ,ujjain -456010 ,Madhya Pradesh","UJJAIN","MADHYA PRADESH","7346262045408/18005322222","nexa.ujjain@yugcars.com"
"PATEL MOTORS (INDORE) PVT LTD","102 DO BATTI SQUARE FEEGANJ RATLAM  (M P)","RATLAM","MADHYA PRADESH","9111104500","nexa@patelmaruti.com"
"PEAKS AUTO PVT. LTD","NH -1A Lasjan Byepass Srinagar- 191101","Srinagar","JAMMU AND KASHMIR","2468462 / 9906663415","peaks.sgr.nexa@marutidealers.com"
"Smart Wheels Pvt. Ltd.","Medical College Road, Gulhariya, Gorakhpur,Uttar Pradesh","GORAKHPUR","UTTAR PRADESH","7705800740","nexa@smartwheels.co.in"
"Jamkash Vehicleades (Kashmir) Pvt Ltd","Hyderpora By-Pass Crossing Srinagar-190014","Srinagar","JAMMU AND KASHMIR","2442224, 9622999955, 8803004592","nexasales@jamkashkashmir.com"
"Rana Motors Pvt. Ltd","Khasra No 4/4/1/6, 4/1/1/1/1min, 4/1/1/12, 4/1/1/13, 4/1/1/14, Lasudia Mori, Dewas Naka, Indore - 452010,Madhya Pradesh, India



","INDORE","MADHYA PRADESH","9899400490","nexa.indore@ranamotors.in"
"Patel Motors","Plot no.18A , Scheme no.94C , Ring road , Velocity Complex","INDORE","MADHYA PRADESH","9111190999","nexa@patelmaruti.com"
"SHUBH MOTORS PVT. LTD.","764, Shubh Motors, Opposite Gulzar Hotel , Madan Mahal, Jabalpur","JABALPUR","MADHYA PRADESH","7049454545","shubhnexa@gmail.com"
"Standard Auto Agencies","1745, Subhash Chandra Banerji Ward No. 51, Near G. S. College, Sai Baba Mandir Road, South Civil Lines, Jabalpur (MP) 482002","JABALPUR","MADHYA PRADESH","9111104100","standard.nexa@gmail.com"
"AGR Automobiles Private Limited","Arazi No. 285-286, Lucchepur, Pargana – Athgawan, Tehsil - Pindra, Varanasi - 221105","VARANASI","UTTAR PRADESH","8416988888","agrnexa@gmail.com"
"Ocean Motors","Tulsi Tower, 22/3 - South Tukoganj, Street No.1, Geeta Bhawan Sqaure, A.B.Road, Indore (M.P.)","INDORE","MADHYA PRADESH","7879774774","nexa@oceanmotors.in"
"Rukmani Motors Pvt. Ltd","Bhanwarkuan, Fortune Aura Building, 1  Gurmeet Nagar, Bhanwarkuan, Indore MP","INDORE","MADHYA PRADESH","7869355555","rm.nexa@gmail.com"
"Tanu Motors","Near Dharti Resort , Abu Highway , Palanpur,(b.k.)-385001","PALANPUR","GUJARAT","9099999222","tanu.nexa@nexadealer.com"
"Kiran Motors","Revenue Survey no. 57, Sub Plot no. 4, Motipura, Himatnagar - 383001","HIMMATNAGAR","GUJARAT","7203096472","sm.hmt.nexa@kiranmotors.co.in"
"Starline Cars","NEXA Division, Nagalpur Highway, Mehsana 384002","MEHSANA","GUJARAT","9979134000","ceo.starline@marutidealers.com"
"RB Cars Private Ltd.","LUNAWADA ROAD, OPP GIDC GODHRA ,NEAR BHURAVAV CHOWKDI ","GODHRA","GUJARAT","95126 30100","rbcars.nexa@nexadealer.com"
"Nanda Automobiles","Survey No.187/A Moje Kudasan, Nr. Baghbaan Restaurant, Gandhinagar, 382421","GANDHI NAGAR","GUJARAT","9925002575","nexa@nandaautomobiles.com"
"STARLINE CARS","Neelkanth Square, Nr Nana Chiloda Railway Crossing, B/S Maruti Showroom,  Naroda Ahmedabad 382345","AHMEDABAD","GUJARAT","7046020765","Starline.ceo@marutidealers.com."
"Popular Wheelers","SHOWROOM NO. 1 & 2,OPP. GUJARAT VIDHYAPITH,USMANPURA CHOWKDI","AHMEDABAD","GUJARAT","7575806060","nexa.popular.sm1@nexadealer.com"
