"Dealer Name","Address","City","State","Pincode","Contact","Email"
"VARALAKSHMI AUTOMOBILES PVT LTD","SURVEY NO: 364/2, NATIONAL HIGHWAY ROAD,, NR RANGA PRASAD APARTMENTS,, SULURUPETA","Nellore","Andhra Pradesh","524121","9248741944","vlauto07@gmail.com"
"VARALAKSHMI AUTOMOBILES PVT LTD","SURVEY NO 1464/3B, BESIDE THUMMALA PENTA VILLAGE,, NH-5, KAVALI MANDALTALUK, KAVALI","Nellore","Andhra Pradesh","524201","8985966155","vivek@ksngroup.in"
"VARALAKSHMI AUTOMOBILES PVT LTD","PLOT NO.20, BUJABUJA, NATIONAL HIGHWAY-5","Nellore","Andhra Pradesh","524004","0861 2383888","vlauto07@gmail.com"
"JASPER INDUSTRIES LTD.","DOOR NO : 1-88-1,, NH-5, P.O - GUDAVALLI,","Nidamanuru","Andhra Pradesh","521104","0866 2474571 / 72 / 73 / 74","babu@jasperindustries.com"
"JASPER INDUSTRIES LTD.","D NO:2/12,ALEX COMPLEX,JHAN PETA,, OPP:CHURCH,BHIMAVARAM ROAD, KAIKALRU","Nuzvid","Andhra Pradesh","521333","",""
"VARALAKSHMI AUTOMOBILES PVT LTD","OPP:ANJANEYA SWAMY TEMPLE, NH-5, VENKATESWARA COLONY,","Ongole","Andhra Pradesh","523002","9246423039","bhaskar@ksngroup.in"
"JASPER INDUSTRIES LTD.","D.NO:358/10,NATIONALHIGH WAY ROAD, KONDAMODU(V),KOTANELAMALIPURI PANCHAYATHI","Piduguralla","Andhra Pradesh","522510","",""
"JASPER INDUSTRIES LTD.","D NO 358/10, KUBADUPURAM, KOTHA NEMALAPAURI PANCHAYAT,, PIDUGURALLA CITY","Piduguralla","Andhra Pradesh","","","yl.naidu@jasperindustries.com"
"VARALAKSHMI AUTOMOBILES PVT LTD","BLDG. NO.1/155/1, OPP  FISHIRIES OFFICE,, KADAPA ROAD","Pileru","Andhra Pradesh","517214","",""
"JASPER INDUSTRIES LTD.","NEAR R.T.C. DEPOT,, G.B.C. ROAD,","Ponnur","Andhra Pradesh","522124","",""
"VARALAKSHMI AUTOMOBILES PVT LTD","D. NO: 4-447/A, PODILI ROAD,, OPP: SHIVA MARBLES, DARSI,","Prakasam","Andhra Pradesh","523247","8096871209","vlauto09@gmail.com"
"SBAK AUTOMOBILES PVT LTD-1007640","SURVEY NO.489/1A1, 490-1A1,, NEAR KOTHAPALLY CROSS ROAD,","Proddatur","Andhra Pradesh","516361","9666635410","sbakautomobiles@gmail.com"
"VISHNU CARRIERS PVT LTD","84/1/2, NEAR PADAMAVATHI NAGAR,, ONGC BASE COMPLEX, N H 16, RAJAHMUNDRY, EAST GODAVARI","Rajahmundry","Andhra Pradesh","533106","9848198791",""
"SRI RANGA MOTORS PVT LTD","DOOR NO. 8-3-3, CHEEPURUPALLI ROAD,, OPP. VENKATESHWARA KALYANA MANDAPAM,","Rajam","Andhra Pradesh","532127","879099765","srirangamotorspvtltd@yahoo.in"
"JASPER INDUSTRIES LTD.","D.NO.23-10/A,T.B.R COMPLEX, BHADRACHALAM BYPAS ROAD,","Ramannapalem","Andhra Pradesh","521235","",""
"SBAK AUTOMOBILES PVT LTD-1007640","D NO. 38/186, CHITTOR ROAD,, RAYACHOTI, Y.S.R.","Rayachoti","Andhra Pradesh","516269","6309062645","sbakautomobilespvtltd@gmail.com"
"SRI RANGA MOTORS PVT LTD","ADJ -TO- BPCL PETROL BUNK, NH-5, PEDAPADU","Srikakulam","Andhra Pradesh","532005","9440806406","srirangamotorspvtltd@yahoomail.com"
"JASPER INDUSTRIES LTD.","D.NO.10-1-62/A, BHIMAVARAM ROAD, TADEPALLIGUDEM","Tadepalligudem","Andhra Pradesh","534102","",""
"VARALAKSHMI AUTOMOBILES PVT LTD","S NO 76/2, DR NO. 19-122/2, OPP VARTHA NEWS PAPER OFFICE,RENINGUNTA ROAD","Tirupathi","Andhra Pradesh","517501","0857 9247011144","vlauto07@gmail.com;"
"VARALAKSHMI AUTOMOBILES PVT LTD","SURVEY NO: I-BM200, NR. K.V.R. PROJECTS,, BANGARUPETA V C PALEM,","Venkatagiri","Andhra Pradesh","524132","9248741929","vivek@ksngroup.in"
"JASPER INDUSTRIES LTD.","D.NO.40-1-133,, BESIDES INDICA SHOWROOM,BENZ CIRCLE,","Vijayawada","Andhra Pradesh","520008","",""
"VISHNU CARRIERS PVT LTD","D.NO.14-8-30, MAIN ROAD,, KONATALA COMPLEX,  CITY - ANAKAPALLI, DIST - VISAKHAPATNAM,","Vishakhapatnam","Andhra Pradesh","531036","9247076867","vishnucarriers@rediffmail.com"
"VISHNU CARRIERS PVT LTD","D. NO. 1/46-168, BYEPASS ROAD,  NEAR SURYA NURSING HOME,, CITY - TAGARAPUVALASA, DIST - VISAKHAPATNAM","Vishakhapatnam","Andhra Pradesh","531126","9247075346","vishnucarriers@rediffmail.com"
"VISHNU CARRIERS PVT LTD","D.NO.2, 2-79/1 PEDDABODAPALLI ROAD,, BESIDE NTR COLLEGE,","Vishakhapatnam","Andhra Pradesh","531126","92470757000","vishnucarriers@rediffmail.com"
"SRI RAMDAS MOTOR TRANSPORT LTD.","D NO:27-32-94, 75FEET ROAD,","Vishakhapatnam","Andhra Pradesh","530012","0891 517045","ho@srmt.com"
"VISHNU CARRIERS PVT LTD","D1, D2 & D4, INDUSTRIAL ESTATE,, 104 AREA,  HIGHWAY,","Vishakhapatnam","Andhra Pradesh","530007","0891 2713924","vishnucarriers@rediffmail.com"
"SRI RANGA MOTORS PVT LTD","S/O. NARASIMHULU, H.NO:5-6, VEDULLAVALASA(V), GARIVIDI(M), VIZIANAGARAM","Vizianagaram","Andhra Pradesh","535003","08922 - 272036","srirangamotorspvtltd@yahoo.in"
"BUCHO MOTORS PVT LTD","ZINGANG COLONY, PAPUNALAH,  N.H.52,, NAHARLAGUN","Naharlagun","Arunachal Pradesh","791110","0360-2001046,2001047,224477","buchomotors@rediffmail.com"
"SUNDARAM MAHADEO AUTOWORLD PVT LTD","NH -15, NEAR CHAGANMAL PETROL PUMP,, MANGALDOI CITY","Akalibari","Assam","784125","7399090082","info@smautoworld.com"
"BORAH AUTOMOBILES PVT LTD","NH-61, HILOIDHARI GAON,, NEAR BHARAT PETROLIUM PUMP,","Amguri","Assam","785685","9127066153","hemanta.tata@yahoo.in"
"AUTO AXIS PVT LTD","NH -37 ASTC BUS STAND,, PO BOKAGHAT,","Bokakhat","Assam","785612","9435093622","mukesh@autoaxis.org"
"CHIRANG MOTORS PVT LTD","KUKURMARI, DAG NO. 190, PATTA NO. 83, CHIRANG, (BTAD), OPP BRPL GATE NO.5, NATIONAL HIGHWAY- 31, BONGAINGOAN","Bongaigaon","Assam","783380","03664-225289","bnchakraborthy@chirangmotors.com"
"GARGO MOTORS","THAPORI PORT SHIRING THAOPRI DIBRUGARH, NU","Dibrugarh","Assam","786001","0373-2329856","gargosiv@rediffmail.com"
"BORAH AUTOMOBILES PVT LTD","SEGUNBARI, NR. PETROL PUMP,, MARGHERITA","Dibrugarh","Assam","786181","9854005063","borahscv_tsk@yahoo.com"
"BORAH AUTOMOBILES PVT LTD","KUMARNICHIGA TIN ALI, P O RAJABHATA","Dibrugarh","Assam","786004","9435030446","mkonwar2@gmail.com"
"BORAH AUTOMOBILES PVT LTD","JYOTI NAGAR,DIGBOI,A T ROAD,, BORBIL","Digboi","Assam","786171","9435137239","borahhscv_tsk@yahoo.com"
"GARGO MOTORS","P O DULIAJAN, TIPLING NAHARKTIA ROAD","Dulia Gaon","Assam","786602","9435037777","gargomotorsdjn@rediffmail.com"
"BORAH AUTOMOBILES PVT LTD","KOMALABARI ROAD, BORAH HYUNDAI,, BORAGDHOI VILLAGE, DULIAJAN","Dulia Gaon","Assam","786602","9854005063","borahscv_tsk@yahoo.com"
"GARGO MOTORS LTD","TIPLING ROAD,, TEHSIL/TALUKA - TENGAKHAT,","Duliajan Oil Town","Assam","786602","03742800419","gargomotorscvd@gmail.com"
"FRENCH MOTOR CAR CO. LTD.(GHW)","AGIA ROAD, PARTH-II,PO& PS:AGIA,GOALPARA,781034","Goalpara","Assam","783134","03663-240298","fmcguwahati@rediffmail.com"
"ABHIJIT AUTO AGENCY (INDIA) PVT LTD","VILLAGE AGIA PART 1, PLOT NO. 783120, P O AGIA, AGIA","Goalpara","Assam","783120","9435134945/8486976155","abhi_jasraaria@rediffmail.com"
"SUNDARAM MAHADEO AUTOWORLD PVT LTD","NH - 15, PURUBARI, NEAR ST JOSEPH SCHOOL,, GOHPUR","Gohpur","Assam","784169","9101497674","salesmanager@smautoworld.com"
"AUTO AXIS PVT LTD","NEAR DHULIAGAON WATER SUPPLYS, NH - 39, TALUKA MORANGI,","Golaghat","Assam","785621","908574601","mukesh@autoaxis.org"
"ABHIJIT AUTO AGENCY (INDIA) PVT LTD","DAG NO. 64, 1220T01224, SARUSAJAI, BELTOLA, NEAR SPORTS COMPLEX STADIUM, N.H. 37","Guwahati","Assam","781034","0361- 2732305","abhi _ jasrasaria@rediffmail.com"
"FRENCH MOTOR CAR CO. LTD.(GHW)","DISPUR, HOUSE NO 224, GAUHATI-SHILLONG ROAD","Guwahati","Assam","781006","0361-2223060","fmcguwahati@rediffmail.com"
"MGT MOTORS PVT LTD-1009040","AMERIGOG NK, OPP BSNL EXCHANGE, JORABAT TINALI,N H-37, MAIN ROAD,","Guwahati","Assam","781023","94360253331/3852446177",""
"FRENCH MOTOR CAR CO. LTD.(GHW)","NH - 37, ADJACENT TO CENTRAL BANK OF INDIA,, LOKHRA CHARIALI,","Guwahati","Assam","781034","0361-2236920","b.choudhury@frenchmotor.in"
"SURANA MOTORS LTD.","LALA ROAD,VICHINGCHA-I, NH-154","Hailakandi","Assam","788155","9859994495","hailakandi@suranamotors.com"
"ABHIJIT AUTO AGENCY (INDIA) PVT LTD","NH- 37,, INFRONT OF JAIN HOTEL,","Jagiroad","Assam","782410","9864753771","dipakkashyap@abhijitauto.com"
"AUTO AXIS PVT LTD","P O R R L,N H 37 AT ROAD, NATIONAL HIGHWAY- 37 AT ROAD","Jorhat","Assam","785006","9435437262","autoaxis@rediffmail.com"
"ABHIJIT AUTO AGENCY (INDIA) PVT LTD","EIDGAH MARKET ROAD NO.37,, OPP. ANUKUL THAKUR MANDIR,CHAYAGAON","Kamrup","Assam","781124","9435134945","sales_chayagaon@abhijitauto.com"
"SURANA MOTORS LTD.","KARIMGANJ,SILCHAR ROAD,, KARIMGANJ","Karimganj","Assam","788710","9859994498","asim.kj@suranamotors.com"
"SUNDARAM MAHADEO AUTOWORLD PVT LTD","NH-15, BOLOGARAH,, KHARUPETIA COLLEGE TURNING POINT,","Kharupatia","Assam","784115","7399090078","SALESMANAGER@SMAUTOWORLD.COM"
"GLORIOUS MOTORS PVT LTD","PATTA NO. 122 AND 124, N. H.52,  KAMALABARIA,, VILL - RAONAPUR, P O HATILUNG, LAKHIMPUR","Lakhana Bari","Assam","787001","8011754230","gloriousmotors@rediffmail.com"
"FRENCH MOTOR CAR CO. LTD.(GHW)","UTTAR LUMDING TINALI,, NEAR RELIANCE JIO OFFICE,","Lumding","Assam","782447","8721047473","ranjit.p@frenchmotor.in"
"L M J AUTO PVT LTD","NH- 37, JAGI ROAD,, OPPOSITE RAM MANDIR,","Morigaon","Assam","782410","9127071363","agm.assam@cosmopolitangroup.com"
"AUTO AXIS PVT LTD","P.P. NO - 206, DAG. NO - 404,SANCHOWA, VILL. FOKOLIPATHAR, A. T. ROAD, KACHHOMARI","Nagaon","Assam","782002","03672 - 221333","vinay@autoaxis.org"
"AUTO AXIS PVT LTD","NH - 37 NEAR RAIL GATE,, JAKHLABANDHA,","Nagaon","Assam","782136","9435722665","vinay@autoaxis.org"
"AUTO AXIS PVT LTD","WORD NO 7, SIL BASTI,, LANKA TOWN, LANKA, NAGAON,","Nagaon","Assam","782446","9435093622","vinay@autoaxis.org"
"BORAH AUTOMOBILES PVT LTD","DAG NO 375, SH - 27, NEAR MORAN ROAD,, CITY AND DISTRICT - NAHARKATIA","Naharkatia Chah Bagicha","Assam","786610","9401302253","bhrahscvnhk@gmail.com"
"MGT MOTORS PVT LTD-1009040","DAG NO. 21, PATTA NO. 450, VILLAGE DORAKAHRAS,, MOUZA AND P S RANGIA, NH - 31, KAMALAPUR,","North Guwahati Gaon","Assam","781101","7086055960","sadique@mgtmotors.com"
"SURANA MOTORS LTD.","HAILAKANDI  ROAD,, SILCHAR","Silchar","Assam","788006","03842-241168 /69 /70","smlkolkata@suranamotors.com"
"GARGO MOTORS LTD","A T ROAD,, RANG GHAR CHARIALI,","Sivasagar","Assam","785640","9435057678","gargomotors.sbr@rediffmail.com"
"GARGO MOTORS","SURVEY NO.2,SIVASAGAR-SONARI RD, NEAR STATE BANK","Sivasagar","Assam","785690","","gargosiv@rediffmail.com"
"GARGO MOTORS","SRUVEY NO. 2,, RANGHAR CHARIALL (A T ROAD)","Sivasagar","Assam","785640","03772-270884","gargosiv@rediffmail.com"
"BORAH AUTOMOBILES PVT LTD","DAG NO. 617, PATA NO. 228, AT ROAD, SIVASAGAR, DORKIAR PAR,, OPP  D.T.O. OFFICE, CITY AND DISTRICT","Sivasagar","Assam","785640","9401685045","borah_sbr@rediffmail.com"
"SUNDARAM MAHADEO AUTOWORLD PVT LTD","PATTA NO.204, DAG NO.395, NEAR ITBP HEADQUARTERS,, BIHAGURI, NH-52, RANGAMATI, TEZPUR CITY, SONITPUR DISTRICT,","Tezpur","Assam","784153","","info@myautoworld.com"
"BORAH AUTOMOBILES PVT LTD","NEAR HOTEL AROMA RESIDENCY,, RANGAGORA ROAD,BORGURI,TINSUKHIA,","Tinsukia","Assam","786125","09854005063/8486002240","borahcv_tak@yahoo.com"
"GARGO MOTORS","A T ROAD, TINSUKHIA","Tinsukia","Assam","786125","0374-2311960","gargomotors@rediffmail.com"
"GARGO MOTORS LTD","A T ROAD, HIJUGURI, NH - 37, TINSUKIA,","Tinsukia","Assam","786125","01374-2312545","gargomotors@rediffmail.com"
"DBS AUTOMOBILES PVT LTD","NEW POLICE LINE ROAD,, NEAR JAGJIWAN COLLEGE,","Araila","Bihar","802301","7280001350","anilkumar.singh@dbsautomobiles.com"
"GIRHINDA MOTOR PRIVATE LIMITED","TOJI NO- 8/1, KHATA NO - 2438, KHASRA NO - 9546,ARARIA, VANDANA VIJAY MARRIAGE HALL,WARD NO-9/ARARIA RANIGAJ ROAD/NH-327E","Araria","Bihar","854311","7992211474, 9955587253","mukeshkrkhanna0@gmail.com"
"MAHAKALI MOTORS PVT LTD","KHATA NO -415, KHESRA NO. 2622/1595, MAULANA AZAD CHOWK,, NEAR SALIMAR HOTEL ZERO MILE ARARIA,  ARARIA, BIHAR","Araria","Bihar","854311","",""
"KIRAN AUTO-1007690","NH - 57, NEAR FLYOVER,, SAKRI","Az Rakbe Sankarpur","Bihar","847239","9931027226","tata.madhubani@gmail.com"
"CHAMPARAN COMMERCIAL","SHASTRI NAGAR, NH 727 MAIN ROAD,, OFFICE OF NAGAR PARISHAD,","Bagaha","Bihar","845105","9771455933","commercialchamparan@gmail.com"
"KIRAN AUTO-1007690","BABURBARHI KHUTAUNA ROAD,, NEAR KHOJPLUR CHOWK,","Balirajpur","Bihar","847224","9931027226","tata.madhubani@gmailc.om"
"GLOBAL AUTOWHEELS PVT LTD","S P NO. 312, KHATTA NO. 95, TAUZI NO. 805, NEAR PARPAUR CHOWK,, N H 31, PAPRAUR, SINGHDANA TALUKA","Begusarai","Bihar","851210","7779911111","globalautowheels@yahoo.com"
"CHAMPARAN COMMERCIAL","MANSHA TOLA, KHATA 60 KHESRA 508/9,, NH 28 B,","Bettiah","Bihar","845438","9939677250","commercialchamparan@gmail.com"
"DBS AUTOMOBILES PVT LTD","MOHANIA ROAD, KUDRA, NEAR BANK OF BARODA,, KUDRA","Bhabua","Bihar","821108","7070091519","anilkumar.singh@dbsautomobiles.com"
"GLOBAL AUTOWHEELS PVT LTD","1ST FLOOR, HOTEL GOPAL IN,, ZEROMILE BHAGALPUR,","Bhagalpur","Bihar","813210","9264449002","globalautowheels@gmail.com"
"MAURYA MOTORS LTD.","KHATA NO 119, PATASANG,, THANA RAHUL,BIHARSARIF,","Biharsharif","Bihar","803119","9263632399","mmlwmworsk@yahoo.com"
"DBS AUTOMOBILES PVT LTD","ARA BUXAR STATION ROAD,, NEAR BUXAR GOLAMBAR","Buxar","Bihar","802101","7070091529","anilkumar.singh@dbsauttomobiles.com"
"ESTEE DEALERS PRIVATE LIMITED","MOUZA BHENDI, KHATA NO 158 KHESRA NO 148, PARAGNA BERUI, PS SADAR,","Darbhanga","Bihar","847115","",""
"MAA MUNDESHWARI MOTORS PVT LTD - 1006541","PLOT NO.86,38, SURYA MANDAL DOBHI,, NH-2, GAYA","Dobhi","Bihar","824201","8388831192","mundeshwariconstn@gmail.com"
"DBS AUTOMOBILES PVT LTD","379/774, BIKRAMGANJ DUMRAON ROAD,, NEAR BLOCK,","Dumraon","Bihar","802122","7070091519","anilkumar.singh@dbsautomobiles.com"
"RAJEEV TRADECOMM PRIVATE LIMITED-1007260","KHATA NO.91/32, 53/32,91,35,80 KHESRA NO.839,840,842,822,827,825, N H 28, DANAPUR NEAR MANJHA POLICE STATION,","Gopalganj","Bihar","841428","9771486125","shreegopal.auto@gmail.com"
"IDEAL DEALERS PVT. LTD.","AT CHAKSARIFABAD, HAJIPUR - MUZAFFARPUR ROAD,, NH - 77, SAGAR,, SADAR","Hajipur","Bihar","844101","9204650264","hazipur@idealdealers.in"
"MAURYA MOTORS LTD.","STATION ROAD, NEAR R. K. M. LINE HOTEL","Jamui","Bihar","","9263639260/776918737","ranjan.kumar@mauryamotors.in"
"MAHAKALI MOTORS PVT LTD","AT AMIRPUR HARDAS GONDWARA,, NR. FULWARIA CHOWK, N.H. 31,KODHA,","Katihar","Bihar","854105","9631248848","md@mahakalimotor.com"
"DBS AUTOMOBILES PVT LTD","SASARAM ROAD, KOCHAS, NEAR BSNL OFFICE,  SASARAM","Kochas","Bihar","821112","7070091519","anilkumar.singh@dbsautomobiles.com"
"MAURYA MOTORS LTD.","SANGAM TRANSPORT BUILDING, PATNA BRAAHIYA ROAD","Lakhisarai","Bihar","811302","",""
"MAHAKALI AUTOMOBILES PVT LTD, SAHARSA","JAIPAL PATTI CHOWK, BY PASS ROAD,, MADHEPURA,","Madhepura","Bihar","852113","8804119826","madheplura@mahakaliautomobiiles.com"
"KIRAN AUTO-1007690","KHATAS NO. 182/782, (O)46 (N) KHESRA 111 (O)/2474 (N)/4913(N),, ADJOINING ROYAL ENFIELD DEALERSHIP,MADHUBANI DARBHANGA ROAD","Madhubani","Bihar","847212","06276-228014","ajaniljha@gmail.com"
"DBS AUTOMOBILES PVT LTD","BHABHUA ROAD, MOHANIA,, OPP, MARUTI SUZUKI SHOWROOM,","Mohania","Bihar","821108","7070091529","sanjeet.kumar@dbsautomobiles.com"
"JAGAT RADHA MOTORS PVT LTD","NEAR OLD CHECK POST, KHATA NO 52, BANKAT, NH 28 A","Motihari","Bihar","845401","9955594561","jrmotorspvtltd@gmail.com"
"MAURYA MOTORS LTD.","SURVEY NO.2,, N. D. ROAD, GHOSHITOLA","Munger","Bihar","811201","9263639260/0612-6531064","ranjan.kumar@mauryamotors.in"
"IDEAL DEALERS PVT. LTD.","NEAR GANDAK PROJECT 1B, SH-74, DEWARIYA ROAD, KESAV CHOWK, SAHBGANJ","Muzaffarpur","Bihar","843125","9204650811","sahebganj@ideal.in"
"CHAMPARAN COMMERCIAL","PURANI BAZAR, THORI ROAD,, NORTH JAI SHIR CINEMA HALL,","Narkatiaganj","Bihar","845455","9771455933","commercialchamparan@gmail.com"
